CASING_ID,READING_DTTM,Water_Level_Elevation_meter_above_sea_level,Confid_Level
W0000031-1,2008-02-08 20:00,290.96,1
W0000031-1,2008-02-08 21:00,290.96,1
W0000031-1,2008-02-08 22:00,290.96,1
W0000031-1,2008-02-09 18:00,290.96,1
W0000031-1,2008-02-09 19:00,290.96,1
W0000031-1,2008-02-09 20:00,290.96,1
W0000031-1,2008-02-09 21:00,290.96,1
W0000031-1,2008-02-10 5:00,290.96,1
W0000031-1,2008-02-10 9:00,290.96,1
W0000031-1,2008-02-12 8:00,290.96,1
W0000031-1,2008-02-13 4:00,290.96,1
W0000031-1,2008-02-13 13:00,290.96,1
W0000031-1,2008-02-14 20:00,290.96,1
W0000031-1,2008-02-17 18:00,290.96,1
W0000031-1,2008-02-17 19:00,290.96,1
W0000031-1,2008-02-18 2:00,290.96,1
W0000031-1,2008-02-18 8:00,290.96,1
W0000031-1,2008-02-18 9:00,290.96,1
W0000031-1,2008-03-01 6:00,290.96,1
W0000031-1,2008-03-01 7:00,290.96,1
W0000031-1,2008-03-01 8:00,290.96,1
W0000031-1,2008-03-01 13:00,290.96,1
W0000031-1,2008-03-01 14:00,290.96,1
W0000031-1,2008-03-02 13:00,290.96,1
W0000031-1,2008-03-02 14:00,290.96,1
W0000031-1,2008-03-02 15:00,290.96,1
W0000031-1,2008-03-02 19:00,290.96,1
W0000031-1,2008-03-02 20:00,290.96,1
W0000031-1,2008-03-03 8:00,290.96,1
W0000031-1,2008-03-03 9:00,290.96,1
W0000031-1,2008-03-03 10:00,290.96,1
W0000031-1,2008-03-03 11:00,290.96,1
W0000031-1,2008-03-03 12:00,290.96,1
W0000031-1,2008-03-03 17:00,290.96,1
W0000031-1,2008-03-03 19:00,290.96,1
W0000031-1,2008-03-03 20:00,290.96,1
W0000031-1,2008-03-04 4:00,290.96,1
W0000031-1,2008-03-04 5:00,290.96,1
W0000031-1,2008-05-21 6:00,290.96,1
W0000031-1,2008-05-21 7:00,290.96,1
W0000031-1,2008-05-21 8:00,290.96,1
W0000031-1,2008-05-21 11:00,290.96,1
W0000031-1,2008-05-21 13:00,290.96,1
W0000031-1,2008-05-21 14:00,290.96,1
W0000031-1,2008-05-21 15:00,290.96,1
W0000031-1,2008-05-21 16:00,290.96,1
W0000031-1,2008-05-21 17:00,290.96,1
W0000031-1,2008-05-21 18:00,290.96,1
W0000031-1,2008-05-21 19:00,290.96,1
W0000031-1,2008-05-21 20:00,290.96,1
W0000031-1,2008-05-21 22:00,290.96,1
W0000031-1,2008-05-21 23:00,290.96,1
W0000031-1,2008-05-22 0:00,290.96,1
W0000031-1,2008-07-23 12:00,290.96,1
W0000031-1,2008-07-28 16:00,290.96,1
W0000031-1,2008-07-28 17:00,290.96,1
W0000031-1,2008-07-28 18:00,290.96,1
W0000031-1,2008-07-28 19:00,290.96,1
W0000031-1,2008-08-10 22:00,290.96,1
W0000031-1,2008-08-10 23:00,290.96,1
W0000031-1,2008-08-14 8:00,290.96,1
W0000031-1,2008-08-14 9:00,290.96,1
W0000031-1,2008-08-14 10:00,290.96,1
W0000031-1,2008-08-14 18:00,290.96,1
W0000031-1,2008-08-14 19:00,290.96,1
W0000031-1,2008-08-15 1:00,290.96,1
W0000031-1,2008-08-15 2:00,290.96,1
W0000031-1,2008-08-15 3:00,290.96,1
W0000031-1,2008-08-15 4:00,290.96,1
W0000031-1,2008-09-17 13:00,290.96,1
W0000031-1,2008-09-17 14:00,290.96,1
W0000031-1,2008-09-17 15:00,290.96,1
W0000031-1,2008-09-17 16:00,290.96,1
W0000031-1,2008-11-19 12:00,290.96,1
W0000031-1,2008-11-19 13:00,290.96,1
W0000031-1,2008-11-19 18:00,290.96,1
W0000031-1,2008-11-19 22:00,290.96,1
W0000031-1,2008-11-19 23:00,290.96,1
W0000031-1,2008-11-20 0:00,290.96,1
W0000031-1,2008-11-20 1:00,290.96,1
W0000031-1,2008-11-24 15:00,290.96,1
W0000031-1,2008-11-30 14:00,290.96,1
W0000031-1,2008-11-30 15:00,290.96,1
W0000031-1,2008-11-30 16:00,290.96,1
W0000031-1,2008-11-30 17:00,290.96,1
W0000031-1,2008-11-30 18:00,290.96,1
W0000031-1,2008-11-30 19:00,290.96,1
W0000031-1,2008-11-30 23:00,290.96,1
W0000031-1,2008-12-03 14:00,290.96,1
W0000031-1,2008-12-03 15:00,290.96,1
W0000031-1,2008-12-03 21:00,290.96,1
W0000031-1,2008-12-03 22:00,290.96,1
W0000031-1,2008-12-05 12:00,290.96,1
W0000031-1,2008-12-05 13:00,290.96,1
W0000031-1,2008-12-05 17:00,290.96,1
W0000031-1,2008-12-05 18:00,290.96,1
W0000031-1,2008-12-05 19:00,290.96,1
W0000031-1,2008-12-05 20:00,290.96,1
W0000031-1,2008-12-07 2:00,290.96,1
W0000031-1,2008-12-08 15:00,290.96,1
W0000031-1,2008-12-08 16:00,290.96,1
W0000031-1,2008-12-08 21:00,290.96,1
W0000031-1,2008-12-08 22:00,290.96,1
W0000031-1,2008-12-08 23:00,290.96,1
W0000031-1,2008-12-09 0:00,290.96,1
W0000031-1,2008-12-09 1:00,290.96,1
W0000031-1,2008-12-09 2:00,290.96,1
W0000031-1,2008-12-09 9:00,290.96,1
W0000031-1,2008-12-09 13:00,290.96,1
W0000031-1,2008-12-09 17:00,290.96,1
W0000031-1,2008-12-10 15:00,290.96,1
W0000031-1,2008-12-10 22:00,290.96,1
W0000031-1,2008-12-12 9:00,290.96,1
W0000031-1,2008-12-12 10:00,290.96,1
W0000031-1,2008-12-13 1:00,290.96,1
W0000031-1,2008-12-13 2:00,290.96,1
W0000031-1,2008-12-13 3:00,290.96,1
W0000031-1,2008-12-13 4:00,290.96,1
W0000031-1,2008-12-13 5:00,290.96,1
W0000031-1,2008-12-13 6:00,290.96,1
W0000031-1,2008-12-13 7:00,290.96,1
W0000031-1,2008-12-13 8:00,290.96,1
W0000031-1,2008-12-13 9:00,290.96,1
W0000031-1,2008-12-13 10:00,290.96,1
W0000031-1,2008-12-14 18:00,290.96,1
W0000031-1,2008-12-14 19:00,290.96,1
W0000031-1,2008-12-15 11:00,290.96,1
W0000031-1,2008-12-16 0:00,290.96,1
W0000031-1,2008-12-22 6:00,290.96,1
W0000031-1,2008-12-22 7:00,290.96,1
W0000031-1,2008-12-22 8:00,290.96,1
W0000031-1,2008-12-22 9:00,290.96,1
W0000031-1,2008-12-22 11:00,290.96,1
W0000031-1,2008-12-22 18:00,290.96,1
W0000031-1,2008-12-25 7:00,290.96,1
W0000031-1,2008-12-25 8:00,290.96,1
W0000031-1,2009-01-24 16:00,290.96,1
W0000031-1,2009-01-24 17:00,290.96,1
W0000031-1,2009-01-24 18:00,290.96,1
W0000031-1,2009-01-24 19:00,290.96,1
W0000031-1,2009-01-25 7:00,290.96,1
W0000031-1,2009-01-25 8:00,290.96,1
W0000031-1,2009-01-25 14:00,290.96,1
W0000031-1,2009-01-25 15:00,290.96,1
W0000031-1,2009-01-26 15:00,290.96,1
W0000031-1,2009-01-27 13:00,290.96,1
W0000031-1,2009-01-27 15:00,290.96,1
W0000031-1,2009-01-27 16:00,290.96,1
W0000031-1,2009-01-27 18:00,290.96,1
W0000031-1,2009-01-27 19:00,290.96,1
W0000031-1,2009-02-01 0:00,290.96,1
W0000031-1,2009-02-01 1:00,290.96,1
W0000031-1,2009-02-01 2:00,290.96,1
W0000031-1,2009-02-01 3:00,290.96,1
W0000031-1,2009-02-01 4:00,290.96,1
W0000031-1,2009-02-10 3:00,290.96,1
W0000031-1,2009-02-10 4:00,290.96,1
W0000031-1,2009-02-10 11:00,290.96,1
W0000031-1,2009-02-10 12:00,290.96,1
W0000031-1,2009-02-10 13:00,290.96,1
W0000031-1,2009-02-10 14:00,290.96,1
W0000031-1,2009-02-10 15:00,290.96,1
W0000031-1,2009-02-10 16:00,290.96,1
W0000031-1,2009-02-11 6:00,290.96,1
W0000031-1,2009-05-24 8:00,290.96,1
W0000031-1,2009-05-24 9:00,290.96,1
W0000031-1,2009-05-24 10:00,290.96,1
W0000031-1,2009-05-24 11:00,290.96,1
W0000031-1,2009-05-24 21:00,290.96,1
W0000031-1,2009-05-25 3:00,290.96,1
W0000031-1,2009-05-25 4:00,290.96,1
W0000031-1,2009-05-25 5:00,290.96,1
W0000031-1,2009-05-25 6:00,290.96,1
W0000031-1,2009-05-25 7:00,290.96,1
W0000031-1,2009-05-25 15:00,290.96,1
W0000031-1,2009-05-25 16:00,290.96,1
W0000031-1,2009-05-25 19:00,290.96,1
W0000031-1,2009-05-25 20:00,290.96,1
W0000031-1,2009-05-26 7:00,290.96,1
W0000031-1,2009-05-26 8:00,290.96,1
W0000031-1,2009-05-26 9:00,290.96,1
W0000031-1,2009-05-26 10:00,290.96,1
W0000031-1,2009-05-26 11:00,290.96,1
W0000031-1,2009-05-26 12:00,290.96,1
W0000031-1,2009-05-26 22:00,290.96,1
W0000031-1,2009-05-26 23:00,290.96,1
W0000031-1,2009-05-27 0:00,290.96,1
W0000031-1,2009-05-27 1:00,290.96,1
W0000031-1,2009-05-27 2:00,290.96,1
W0000031-1,2009-05-27 5:00,290.96,1
W0000031-1,2009-05-27 6:00,290.96,1
W0000031-1,2009-05-27 14:00,290.96,1
W0000031-1,2009-05-28 17:00,290.96,1
W0000031-1,2009-05-30 16:00,290.96,1
W0000031-1,2009-05-30 17:00,290.96,1
W0000031-1,2009-05-30 18:00,290.96,1
W0000031-1,2009-06-01 16:00,290.96,1
W0000031-1,2009-08-12 15:00,290.96,1
W0000031-1,2009-08-15 21:00,290.96,1
W0000031-1,2009-08-15 22:00,290.96,1
W0000031-1,2009-08-16 3:00,290.96,1
W0000031-1,2009-08-16 4:00,290.96,1
W0000031-1,2009-08-16 14:00,290.96,1
W0000031-1,2009-08-16 16:00,290.96,1
W0000031-1,2009-08-16 17:00,290.96,1
W0000031-1,2009-08-16 18:00,290.96,1
W0000031-1,2009-08-24 9:00,290.96,1
W0000031-1,2009-08-24 10:00,290.96,1
W0000031-1,2009-08-24 12:00,290.96,1
W0000031-1,2009-08-24 13:00,290.96,1
W0000031-1,2009-08-27 23:00,290.96,1
W0000031-1,2009-08-29 22:00,290.96,1
W0000031-1,2009-08-29 23:00,290.96,1
W0000031-1,2009-08-30 0:00,290.96,1
W0000031-1,2009-08-30 8:00,290.96,1
W0000031-1,2009-08-30 9:00,290.96,1
W0000031-1,2009-08-30 10:00,290.96,1
W0000031-1,2009-08-30 11:00,290.96,1
W0000031-1,2009-08-30 12:00,290.96,1
W0000031-1,2009-08-30 13:00,290.96,1
W0000031-1,2009-08-30 16:00,290.96,1
W0000031-1,2009-08-30 17:00,290.96,1
W0000031-1,2009-08-30 18:00,290.96,1
W0000031-1,2009-08-31 1:00,290.96,1
W0000031-1,2009-09-01 8:00,290.96,1
W0000031-1,2009-09-01 9:00,290.96,1
W0000031-1,2009-09-01 10:00,290.96,1
W0000031-1,2009-09-01 11:00,290.96,1
W0000031-1,2009-09-02 7:00,290.96,1
W0000031-1,2009-09-02 8:00,290.96,1
W0000031-1,2009-09-02 9:00,290.96,1
W0000031-1,2009-09-02 10:00,290.96,1
W0000031-1,2009-09-02 11:00,290.96,1
W0000031-1,2009-09-02 12:00,290.96,1
W0000031-1,2009-09-03 2:00,290.96,1
W0000031-1,2009-09-03 3:00,290.96,1
W0000031-1,2009-09-03 4:00,290.96,1
W0000031-1,2009-09-03 5:00,290.96,1
W0000031-1,2009-09-03 13:00,290.96,1
W0000031-1,2009-09-03 14:00,290.96,1
W0000031-1,2009-09-03 19:00,290.96,1
W0000031-1,2009-09-03 20:00,290.96,1
W0000031-1,2009-12-12 14:00,290.96,1
W0000031-1,2009-12-14 6:00,290.96,1
W0000031-1,2009-12-14 7:00,290.96,1
W0000031-1,2009-12-15 1:00,290.96,1
W0000031-1,2009-12-16 21:00,290.96,1
W0000031-1,2009-12-16 22:00,290.96,1
W0000031-1,2009-12-16 23:00,290.96,1
W0000031-1,2009-12-17 0:00,290.96,1
W0000031-1,2009-12-17 4:00,290.96,1
W0000031-1,2009-12-17 5:00,290.96,1
W0000031-1,2009-12-17 12:00,290.96,1
W0000031-1,2009-12-19 19:00,290.96,1
W0000031-1,2009-12-19 20:00,290.96,1
W0000031-1,2009-12-20 1:00,290.96,1
W0000031-1,2009-12-20 2:00,290.96,1
W0000031-1,2009-12-20 3:00,290.96,1
W0000031-1,2009-12-20 4:00,290.96,1
W0000031-1,2009-12-20 5:00,290.96,1
W0000031-1,2009-12-20 6:00,290.96,1
W0000031-1,2009-12-27 1:00,290.96,1
W0000031-1,2009-12-29 14:00,290.96,1
W0000031-1,2010-01-01 20:00,290.96,1
W0000031-1,2010-01-01 21:00,290.96,1
W0000031-1,2010-01-01 22:00,290.96,1
W0000031-1,2010-01-01 23:00,290.96,1
W0000031-1,2010-01-02 0:00,290.96,1
W0000031-1,2010-01-02 7:00,290.96,1
W0000031-1,2010-01-02 8:00,290.96,1
W0000031-1,2010-01-02 12:00,290.96,1
W0000031-1,2010-01-31 7:00,290.88,1
W0000031-1,2010-01-31 13:00,290.88,1
W0000031-1,2010-01-31 19:00,290.88,1
W0000031-1,2010-03-12 23:00,290.88,1
W0000031-1,2010-03-13 0:00,290.88,1
W0000031-1,2010-03-13 1:00,290.88,1
W0000031-1,2010-05-03 9:00,290.88,1
W0000031-1,2010-05-04 12:00,290.88,1
W0000031-1,2010-05-04 23:00,290.88,1
W0000031-1,2010-05-05 0:00,290.88,1
W0000031-1,2010-05-05 1:00,290.88,1
W0000031-1,2010-05-06 6:00,290.88,1
W0000031-1,2010-05-09 15:00,290.88,1
W0000031-1,2010-05-09 16:00,290.88,1
W0000031-1,2010-05-09 17:00,290.88,1
W0000031-1,2010-05-09 20:00,290.88,1
W0000031-1,2010-05-09 21:00,290.88,1
W0000031-1,2010-05-09 23:00,290.88,1
W0000031-1,2010-05-12 17:00,290.88,1
W0000031-1,2010-05-12 18:00,290.88,1
W0000031-1,2010-05-12 19:00,290.88,1
W0000031-1,2010-05-12 20:00,290.88,1
W0000031-1,2010-05-12 21:00,290.88,1
W0000031-1,2010-05-12 22:00,290.88,1
W0000031-1,2010-05-12 23:00,290.88,1
W0000031-1,2010-05-13 0:00,290.88,1
W0000031-1,2010-05-13 2:00,290.88,1
W0000031-1,2010-05-13 3:00,290.88,1
W0000031-1,2010-05-13 4:00,290.88,1
W0000031-1,2010-05-14 23:00,290.88,1
W0000031-1,2010-05-15 0:00,290.88,1
W0000031-1,2010-05-15 1:00,290.88,1
W0000031-1,2010-05-15 3:00,290.88,1
W0000031-1,2010-05-15 4:00,290.88,1
W0000031-1,2010-05-15 8:00,290.88,1
W0000031-1,2010-05-15 12:00,290.88,1
W0000031-1,2010-05-15 13:00,290.88,1
W0000031-1,2010-05-15 14:00,290.88,1
W0000031-1,2010-05-18 13:00,290.88,1
W0000031-1,2010-05-18 17:00,290.88,1
W0000031-1,2010-05-18 18:00,290.88,1
W0000031-1,2010-05-18 19:00,290.88,1
W0000031-1,2010-05-18 20:00,290.88,1
W0000031-1,2010-05-19 0:00,290.88,1
W0000031-1,2010-05-19 1:00,290.88,1
W0000031-1,2010-05-19 2:00,290.88,1
W0000031-1,2010-05-19 12:00,290.88,1
W0000031-1,2010-05-19 14:00,290.88,1
W0000031-1,2010-05-19 20:00,290.88,1
W0000031-1,2010-06-09 9:00,290.88,1
W0000031-1,2010-06-09 10:00,290.88,1
W0000031-1,2010-06-09 11:00,290.88,1
W0000031-1,2010-06-09 12:00,290.88,1
W0000031-1,2010-06-09 13:00,290.88,1
W0000031-1,2010-06-09 14:00,290.88,1
W0000031-1,2010-06-09 15:00,290.88,1
W0000031-1,2010-06-12 3:00,290.88,1
W0000031-1,2010-06-12 4:00,290.88,1
W0000031-1,2010-06-12 6:00,290.88,1
W0000031-1,2010-06-16 7:00,290.88,1
W0000031-1,2010-06-16 8:00,290.88,1
W0000031-1,2010-06-16 9:00,290.88,1
W0000031-1,2010-06-16 10:00,290.88,1
W0000031-1,2010-06-16 11:00,290.88,1
W0000031-1,2010-06-16 12:00,290.88,1
W0000031-1,2010-07-26 3:00,290.88,1
W0000031-1,2010-07-26 4:00,290.88,1
W0000031-1,2010-07-29 0:00,290.88,1
W0000031-1,2010-07-29 16:00,290.88,1
W0000031-1,2010-07-29 17:00,290.88,1
W0000031-1,2010-07-29 18:00,290.88,1
W0000031-1,2010-07-29 19:00,290.88,1
W0000031-1,2010-07-29 20:00,290.88,1
W0000031-1,2010-07-29 21:00,290.88,1
W0000031-1,2010-11-30 6:00,290.88,1
W0000031-1,2010-11-30 7:00,290.88,1
W0000031-1,2010-11-30 8:00,290.88,1
W0000031-1,2010-11-30 9:00,290.88,1
W0000031-1,2010-11-30 10:00,290.88,1
W0000031-1,2010-11-30 11:00,290.88,1
W0000031-1,2010-11-30 12:00,290.88,1
W0000031-1,2010-11-30 13:00,290.88,1
W0000031-1,2010-11-30 15:00,290.88,1
W0000031-1,2010-12-02 4:00,290.88,1
W0000031-1,2010-12-09 10:00,290.88,1
W0000031-1,2010-12-11 1:00,290.88,1
W0000031-1,2010-12-13 3:00,290.88,1
W0000031-1,2010-12-14 3:00,290.88,1
W0000031-1,2010-12-14 16:00,290.88,1
W0000031-1,2010-12-15 3:00,290.88,1
W0000031-1,2010-12-15 4:00,290.88,1
W0000031-1,2010-12-15 5:00,290.88,1
W0000031-1,2010-12-15 6:00,290.88,1
W0000031-1,2010-12-15 7:00,290.88,1
W0000031-1,2010-12-15 8:00,290.88,1
W0000031-1,2010-12-15 9:00,290.88,1
W0000031-1,2010-12-15 10:00,290.88,1
W0000031-1,2010-12-15 11:00,290.88,1
W0000031-1,2010-12-16 18:00,290.88,1
W0000031-1,2011-01-06 14:00,290.88,1
W0000031-1,2011-01-06 16:00,290.88,1
W0000031-1,2011-01-06 17:00,290.88,1
W0000031-1,2011-01-06 18:00,290.88,1
W0000031-1,2011-01-06 19:00,290.88,1
W0000031-1,2011-01-06 20:00,290.88,1
W0000031-1,2011-01-06 21:00,290.88,1
W0000031-1,2011-01-06 22:00,290.88,1
W0000031-1,2011-02-23 16:00,290.88,1
W0000031-1,2011-02-23 17:00,290.88,1
W0000031-1,2011-02-23 19:00,290.88,1
W0000031-1,2011-02-24 16:00,290.88,1
W0000031-1,2011-02-24 17:00,290.88,1
W0000031-1,2011-02-25 2:00,290.88,1
W0000031-1,2011-02-25 13:00,290.88,1
W0000031-1,2011-02-26 16:00,290.88,1
W0000031-1,2011-02-26 18:00,290.88,1
W0000031-1,2011-02-26 19:00,290.88,1
W0000031-1,2011-02-27 3:00,290.88,1
W0000031-1,2011-02-28 0:00,290.88,1
W0000031-1,2011-02-28 10:00,290.88,1
W0000031-1,2011-03-01 12:00,290.88,1
W0000031-1,2011-03-03 6:00,290.88,1
W0000031-1,2011-03-03 7:00,290.88,1
W0000031-1,2011-03-03 8:00,290.88,1
W0000031-1,2011-03-03 9:00,290.88,1
W0000031-1,2011-03-03 10:00,290.88,1
W0000031-1,2011-06-28 21:00,290.88,1
W0000031-1,2011-06-28 22:00,290.88,1
W0000031-1,2011-06-29 22:00,290.88,1
W0000031-1,2011-06-29 23:00,290.88,1
W0000031-1,2011-06-30 0:00,290.88,1
W0000031-1,2011-06-30 1:00,290.88,1
W0000031-1,2011-06-30 15:00,290.88,1
W0000031-1,2011-06-30 16:00,290.88,1
W0000031-1,2011-06-30 22:00,290.88,1
W0000031-1,2011-06-30 23:00,290.88,1
W0000031-1,2011-07-01 0:00,290.88,1
W0000031-1,2011-07-02 9:00,290.88,1
W0000031-1,2011-07-02 13:00,290.88,1
W0000031-1,2011-07-02 15:00,290.88,1
W0000031-1,2011-07-02 20:00,290.88,1
W0000031-1,2011-07-02 22:00,290.88,1
W0000031-1,2012-04-11 9:00,290.88,1
W0000031-1,2012-04-11 10:00,290.88,1
W0000031-1,2012-04-11 11:00,290.88,1
W0000031-1,2012-04-11 12:00,290.88,1
W0000031-1,2012-04-11 14:00,290.88,1
W0000031-1,2012-04-11 15:00,290.88,1
W0000031-1,2012-04-11 16:00,290.88,1
W0000031-1,2012-04-11 17:00,290.88,1
W0000031-1,2012-04-11 18:00,290.88,1
W0000031-1,2012-04-11 19:00,290.88,1
W0000031-1,2012-04-11 20:00,290.88,1
W0000031-1,2012-04-11 21:00,290.88,1
W0000031-1,2012-04-11 22:00,290.88,1
W0000031-1,2012-04-12 5:00,290.88,1
W0000031-1,2012-04-12 6:00,290.88,1
W0000031-1,2012-04-12 7:00,290.88,1
W0000031-1,2012-04-12 10:00,290.88,1
W0000031-1,2012-04-12 11:00,290.88,1
W0000031-1,2012-04-12 12:00,290.88,1
W0000031-1,2012-04-12 13:00,290.88,1
W0000031-1,2012-04-12 14:00,290.88,1
W0000031-1,2012-04-12 16:00,290.88,1
W0000031-1,2012-04-13 2:00,290.88,1
W0000031-1,2012-04-13 4:00,290.88,1
W0000031-1,2012-04-14 1:00,290.88,1
W0000031-1,2012-04-14 2:00,290.88,1
W0000031-1,2012-04-14 8:00,290.88,1
W0000031-1,2012-04-14 13:00,290.88,1
W0000031-1,2012-04-15 1:00,290.88,1
W0000031-1,2013-01-13 20:00,290.88,1
W0000031-1,2013-01-24 5:00,290.88,1
W0000031-1,2013-01-24 13:00,290.88,1
W0000031-1,2013-01-24 14:00,290.88,1
W0000031-1,2013-01-26 6:00,290.88,1
W0000031-1,2013-01-26 7:00,290.88,1
W0000031-1,2013-01-26 8:00,290.88,1
W0000031-1,2013-01-27 16:00,290.88,1
W0000031-1,2013-01-27 17:00,290.88,1
W0000031-1,2013-01-27 18:00,290.88,1
W0000031-1,2013-01-27 19:00,290.88,1
W0000031-1,2013-01-27 21:00,290.88,1
W0000031-1,2013-01-27 22:00,290.88,1
W0000031-1,2013-01-29 11:00,290.88,1
W0000031-1,2013-01-29 16:00,290.88,1
W0000031-1,2013-01-29 17:00,290.88,1
W0000031-1,2013-01-29 19:00,290.88,1
W0000031-1,2013-01-29 20:00,290.88,1
W0000031-1,2013-01-29 21:00,290.88,1
W0000031-1,2013-02-19 17:00,290.88,1
W0000031-1,2013-02-19 18:00,290.88,1
W0000031-1,2013-02-21 8:00,290.88,1
W0000031-1,2013-02-24 14:00,290.88,1
W0000031-1,2013-02-24 22:00,290.88,1
W0000031-1,2013-02-24 23:00,290.88,1
W0000031-1,2013-02-25 0:00,290.88,1
W0000031-1,2013-02-25 8:00,290.88,1
W0000031-1,2013-02-25 9:00,290.88,1
W0000031-1,2013-02-25 10:00,290.88,1
W0000031-1,2013-02-25 13:00,290.88,1
W0000031-1,2013-02-25 21:00,290.88,1
W0000031-1,2013-02-28 10:00,290.88,1
W0000031-1,2013-02-28 11:00,290.88,1
W0000031-1,2013-02-28 12:00,290.88,1
W0000031-1,2013-02-28 13:00,290.88,1
W0000031-1,2013-02-28 14:00,290.88,1
W0000031-1,2013-02-28 15:00,290.88,1
W0000031-1,2013-02-28 23:00,290.88,1
W0000031-1,2013-03-01 0:00,290.88,1
W0000031-1,2013-03-01 1:00,290.88,1
W0000031-1,2013-03-01 8:00,290.88,1
W0000031-1,2013-03-01 11:00,290.88,1
W0000031-1,2013-03-06 5:00,290.88,1
W0000031-1,2013-03-06 6:00,290.88,1
W0000031-1,2013-03-06 15:00,290.88,1
W0000031-1,2013-03-06 16:00,290.88,1
W0000031-1,2013-03-06 17:00,290.88,1
W0000031-1,2013-03-06 18:00,290.88,1
W0000031-1,2013-03-06 19:00,290.88,1
W0000031-1,2013-03-06 20:00,290.88,1
W0000031-1,2013-03-06 21:00,290.88,1
W0000031-1,2013-03-06 22:00,290.88,1
W0000031-1,2013-03-07 7:00,290.88,1
W0000031-1,2013-03-07 8:00,290.88,1
W0000031-1,2013-03-07 14:00,290.88,1
W0000031-1,2013-03-07 15:00,290.88,1
W0000031-1,2013-03-07 16:00,290.88,1
W0000031-1,2013-03-07 17:00,290.88,1
W0000031-1,2013-03-07 23:00,290.88,1
W0000031-1,2013-03-08 0:00,290.88,1
W0000031-1,2013-03-08 1:00,290.88,1
W0000031-1,2013-03-08 3:00,290.88,1
W0000031-1,2013-03-08 4:00,290.88,1
W0000031-1,2013-03-08 14:00,290.88,1
W0000031-1,2013-03-08 15:00,290.88,1
W0000031-1,2013-03-08 16:00,290.88,1
W0000031-1,2013-03-08 17:00,290.88,1
W0000031-1,2013-03-08 21:00,290.88,1
W0000031-1,2013-03-09 8:00,290.88,1
W0000031-1,2013-03-09 12:00,290.88,1
W0000031-1,2013-05-23 18:00,290.88,1
W0000031-1,2013-05-24 1:00,290.88,1
W0000031-1,2013-05-24 2:00,290.88,1
W0000031-1,2013-05-24 9:00,290.88,1
W0000031-1,2013-05-26 7:00,290.88,1
W0000031-1,2013-05-27 0:00,290.88,1
W0000031-1,2013-05-27 1:00,290.88,1
W0000031-1,2013-05-27 2:00,290.88,1
W0000031-1,2013-05-27 6:00,290.88,1
W0000031-1,2013-05-27 8:00,290.88,1
W0000031-1,2013-05-27 9:00,290.88,1
W0000031-1,2013-05-27 10:00,290.88,1
W0000031-1,2013-05-27 22:00,290.88,1
W0000031-1,2013-05-28 9:00,290.88,1
W0000031-1,2013-05-28 10:00,290.88,1
W0000031-1,2013-06-18 8:00,290.88,1
W0000031-1,2013-06-18 10:00,290.88,1
W0000031-1,2013-06-18 20:00,290.88,1
W0000031-1,2013-06-18 21:00,290.88,1
W0000031-1,2013-06-19 12:00,290.88,1
W0000031-1,2013-06-19 18:00,290.88,1
W0000031-1,2013-06-19 19:00,290.88,1
W0000031-1,2013-06-20 14:00,290.88,1
W0000031-1,2013-06-20 15:00,290.88,1
W0000031-1,2013-06-20 16:00,290.88,1
W0000031-1,2013-06-24 16:00,290.88,1
W0000031-1,2013-06-24 17:00,290.88,1
W0000031-1,2013-06-24 18:00,290.88,1
W0000031-1,2014-06-08 6:00,290.88,1
W0000031-1,2014-06-08 12:00,290.88,1
W0000031-1,2014-06-08 15:00,290.88,1
W0000031-1,2014-06-08 19:00,290.88,1
W0000031-1,2014-06-08 23:00,290.88,1
W0000031-1,2014-06-09 1:00,290.88,1
W0000031-1,2014-06-09 2:00,290.88,1
W0000031-1,2014-06-09 4:00,290.88,1
W0000031-1,2014-06-09 5:00,290.88,1
W0000031-1,2014-06-09 6:00,290.88,1
W0000031-1,2014-06-09 7:00,290.88,1
W0000031-1,2014-06-09 9:00,290.88,1
W0000031-1,2014-06-09 17:00,290.88,1
W0000031-1,2014-06-09 18:00,290.88,1
W0000031-1,2014-06-09 21:00,290.88,1
W0000031-1,2014-06-09 23:00,290.88,1
W0000031-1,2014-06-10 0:00,290.88,1
W0000031-1,2014-06-10 2:00,290.88,1
W0000031-1,2014-08-04 23:00,290.88,1
W0000031-1,2014-08-17 20:00,290.88,1
W0000031-1,2014-08-17 21:00,290.88,1
W0000031-1,2014-08-18 5:00,290.88,1
W0000031-1,2014-08-18 6:00,290.88,1
W0000031-1,2014-08-18 8:00,290.88,1
W0000031-1,2014-08-18 17:00,290.88,1
W0000031-1,2014-08-18 18:00,290.88,1
W0000031-1,2014-08-18 20:00,290.88,1
W0000031-1,2014-08-18 21:00,290.88,1
W0000031-1,2014-08-18 22:00,290.88,1
W0000031-1,2014-08-18 23:00,290.88,1
W0000031-1,2014-08-19 0:00,290.88,1
W0000031-1,2014-08-19 1:00,290.88,1
W0000031-1,2014-08-19 11:00,290.88,1
W0000031-1,2014-08-21 1:00,290.88,1
W0000031-1,2014-08-21 17:00,290.88,1
W0000031-1,2014-08-22 0:00,290.88,1
W0000031-1,2014-08-22 1:00,290.88,1
W0000031-1,2014-08-22 2:00,290.88,1
W0000031-1,2014-08-22 3:00,290.88,1
W0000031-1,2014-08-22 4:00,290.88,1
W0000031-1,2014-08-22 9:00,290.88,1
